rank,label,slippage,trades,win_rate_pct,profit_r,pf_r,points_per_week,net_usd_per_week,net_usd_1mic,max_dd_usd_1mic
1072,lb2h pair_mid tp75pts trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=2h],1,41,36.5854,1.67,1.075909,1.0001,1.1649,70.90,671.65
1073,lb2h close tp30pts trail_prog slSome(25) kems slip2 [entry 05-09 only  lb=2h],2,42,42.8571,2.03,1.092273,1.0001,1.1445,69.66,425.97
1074,lb3h close tp30pts trail_prog slSome(25) kems slip2 [entry 05-09 only  lb=3h],2,42,42.8571,2.03,1.092273,1.0001,1.1445,69.66,425.97
1075,lb0h pair_mid tp50pts trail_prog slNone kems slip2 [entry 05-09 only  lb=0h],2,40,40.00,3.89,1.185238,0.9991,1.1833,72.02,740.90
1076,lb2h close rr2.0 trail_none slSome(30) ksme slip1 [entry 05-09 only  lb=2h],1,24,37.500,2.85,1.19,0.9981,1.5073,91.74,254.34
1077,lb3h close rr2.0 trail_none slSome(30) ksme slip1 [entry 05-09 only  lb=3h],1,24,37.500,2.85,1.19,0.9981,1.5073,91.74,254.34
1078,lb1h close tp30pts trail_be1r slSome(30) kems slip1 [entry 05-09 only  lb=1h],1,43,41.8605,0.96,1.043636,0.9981,1.1202,68.18,417.34
1079,lb0h close rr2.5 trail_prog slSome(25) kems slip3 [entry 05-09 only  lb=0h],3,41,39.0244,3.22,1.1610,0.9960,1.1567,70.40,321.53
1080,lb1h close tp175pts trail_prog slSome(25) kems slip3 [entry 05-09 only  lb=1h],3,43,37.2093,2.41,1.109545,0.9940,1.1120,67.68,395.82
1081,lb0h close tp200pts trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=0h],1,41,39.0244,3.83,1.1915,0.9919,1.1485,69.90,296.60
1082,lb1h close tp30pts trail_prog slSome(25) kems slip2 [entry 05-09 only  lb=1h],2,43,41.8605,2.03,1.092273,0.9919,1.1077,67.42,425.97
1083,lb0h pair_mid rr2.5 trail_prog slNone kems slip1 [entry 05-09 only  lb=0h],1,39,25.6410,1.38,1.062727,0.9909,1.1873,72.26,758.78
1084,lb0h close tp75pts trail_prog slSome(25) kems slip3 [entry 05-09 only  lb=0h],3,41,39.0244,3.35,1.1675,0.9899,1.1445,69.66,305.88
1085,lb0h pair_mid rr2.5 trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=0h],1,39,33.3333,1.95,1.092857,0.9878,1.1810,71.88,686.28
1086,lb0h pair_mid tp75pts trail_be1r slSome(25) kems slip3 [entry 05-09 only  lb=0h],3,39,25.6410,1.13,1.053810,0.9878,1.1810,71.88,645.69
1087,lb0h pair_mid rr2.0 trail_be1r slSome(30) kems slip3 [entry 05-09 only  lb=0h],3,39,28.2051,0.63,1.03,0.9837,1.1728,71.38,746.90
1088,lb0h pair_mid rr2.0 trail_prog slSome(30) kems slip3 [entry 05-09 only  lb=0h],3,39,28.2051,0.63,1.03,0.9837,1.1728,71.38,746.90
1089,lb1h pair_mid rr2.5 trail_prog slNone kems slip3 [entry 05-09 only  lb=1h],3,41,29.2683,2.04,1.088696,0.9827,1.1301,68.78,774.28
1090,lb2h pair_mid rr2.5 trail_prog slNone kems slip3 [entry 05-09 only  lb=2h],3,41,29.2683,2.04,1.088696,0.9827,1.1301,68.78,774.28
1091,lb0h close tp125pts trail_be1r slSome(25) ksme slip3 [entry 05-09 only  lb=0h],3,21,9.5238,7.60,1.690909,0.9735,1.5191,92.46,330.86
1092,lb1h close tp30pts trail_none slSome(30) ksme slip1 [entry 05-09 only  lb=1h],1,25,40.00,1.21,1.080667,0.9735,1.4377,87.50,314.10
1093,lb1h pair_mid rr2.5 trail_prog slSome(25) kems slip3 [entry 05-09 only  lb=1h],3,41,36.5854,2.57,1.116818,0.9673,1.0992,66.90,701.78
1094,lb2h pair_mid rr2.5 trail_prog slSome(25) kems slip3 [entry 05-09 only  lb=2h],3,41,36.5854,2.57,1.116818,0.9673,1.0992,66.90,701.78
1095,lb2h close rr2.5 trail_be1r slSome(25) ksme slip1 [entry 05-09 only  lb=2h],1,22,27.2727,1.90,1.146154,0.9653,1.4823,90.22,296.64
1096,lb3h close rr2.5 trail_be1r slSome(25) ksme slip1 [entry 05-09 only  lb=3h],1,22,27.2727,1.90,1.146154,0.9653,1.4823,90.22,296.64
1097,lb1h close rr2.5 trail_be1r slSome(25) ksme slip1 [entry 05-09 only  lb=1h],1,23,26.0870,1.90,1.146154,0.9612,1.4538,88.48,296.64
1098,lb1h close tp30pts trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=1h],1,23,39.1304,1.20,1.085714,0.9571,1.4455,87.98,273.66
1099,lb0h close tp30pts trail_be1r slSome(30) kems slip3 [entry 05-09 only  lb=0h],3,41,43.9024,2.02,1.1010,0.9571,1.0788,65.66,398.74
1100,lb2h close rr2.5 trail_prog slSome(30) kems slip1 [entry 05-09 only  lb=2h],1,42,33.3333,1.80,1.081818,0.9571,1.0584,64.42,339.88
1101,lb3h close rr2.5 trail_prog slSome(30) kems slip1 [entry 05-09 only  lb=3h],1,42,33.3333,1.80,1.081818,0.9571,1.0584,64.42,339.88
1102,lb1h pair_mid rr2.5 trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=1h],3,38,31.5789,3.03,1.137727,0.9549,1.1357,69.12,594.04
1103,lb2h pair_mid rr2.5 trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=2h],3,38,31.5789,3.03,1.137727,0.9549,1.1357,69.12,594.04
1104,lb3h pair_mid rr2.5 trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=3h],3,38,31.5789,3.03,1.137727,0.9549,1.1357,69.12,594.04
1105,lb1h close rr2.5 trail_prog slSome(30) kems slip1 [entry 05-09 only  lb=1h],1,43,32.5581,1.80,1.081818,0.9530,1.0299,62.68,339.88
1106,lb0h close rr2.5 trail_be1r slSome(30) ksme slip1 [entry 05-09 only  lb=0h],1,23,26.0870,2.90,1.241667,0.9447,1.4209,86.48,249.36
1107,lb1h close rr1.5 trail_none slSome(25) ksme slip3 [entry 05-09 only  lb=1h],3,23,43.4783,1.54,1.118462,0.9447,1.4209,86.48,244.16
1108,lb0h close tp40pts trail_be1r slSome(25) ksme slip2 [entry 05-09 only  lb=0h],2,21,28.5714,3.57,1.324545,0.9406,1.4534,88.46,246.16
1109,lb2h close tp125pts trail_none slSome(25) ksme slip2 [entry 05-09 only  lb=2h],2,22,13.6364,5.08,1.267368,0.9365,1.4248,86.72,471.86
1110,lb3h close tp125pts trail_none slSome(25) ksme slip2 [entry 05-09 only  lb=3h],2,22,13.6364,5.08,1.267368,0.9365,1.4248,86.72,471.86
1111,lb3h pair_mid rr2.0 trail_be1r slSome(25) kems slip1 [entry 05-09 only  lb=3h],1,40,27.500,0.85,1.040476,0.9344,1.0538,64.14,637.66
1112,lb0h pair_mid rr2.5 trail_prog slSome(30) ksme slip1 [entry 05-09 only  lb=0h],1,36,27.7778,2.37,1.112857,0.9303,1.1271,68.60,526.80
1113,lb3h pair_mid tp75pts trail_be1r slSome(30) kems slip3 [entry 05-09 only  lb=3h],3,40,25.00,0.99,1.047143,0.9303,1.0456,63.64,600.45
1114,lb0h close tp25pts trail_prog slSome(25) kems slip2 [entry 05-09 only  lb=0h],2,41,48.7805,1.99,1.0995,0.9303,1.0253,62.40,320.99
1115,lb1h close rr1.5 trail_none slSome(30) kems slip3 [entry 05-09 only  lb=1h],3,43,41.8605,1.36,1.0544,0.9303,0.9845,59.92,400.15
1116,lb1h pair_mid tp75pts trail_be1r slSome(25) ksme slip1 [entry 05-09 only  lb=1h],1,37,21.6216,2.14,1.101905,0.9242,1.0946,66.62,504.33
1117,lb1h pair_mid tp200pts trail_be1r slSome(25) ksme slip1 [entry 05-09 only  lb=1h],1,37,8.1081,-4.41,0.79,0.9242,1.0946,66.62,834.02
1118,lb2h pair_mid tp75pts trail_be1r slSome(25) ksme slip1 [entry 05-09 only  lb=2h],1,37,21.6216,2.14,1.101905,0.9242,1.0946,66.62,504.33
1119,lb2h pair_mid tp200pts trail_be1r slSome(25) ksme slip1 [entry 05-09 only  lb=2h],1,37,8.1081,-4.41,0.79,0.9242,1.0946,66.62,834.02
1120,lb3h pair_mid tp75pts trail_be1r slSome(25) ksme slip1 [entry 05-09 only  lb=3h],1,37,21.6216,2.14,1.101905,0.9242,1.0946,66.62,504.33
1121,lb3h pair_mid tp200pts trail_be1r slSome(25) ksme slip1 [entry 05-09 only  lb=3h],1,37,8.1081,-4.41,0.79,0.9242,1.0946,66.62,834.02
1122,lb2h close tp30pts trail_be1r slSome(25) kems slip2 [entry 05-09 only  lb=2h],2,42,40.4762,1.59,1.072273,0.9242,0.9927,60.42,435.22
1123,lb3h close tp30pts trail_be1r slSome(25) kems slip2 [entry 05-09 only  lb=3h],2,42,40.4762,1.59,1.072273,0.9242,0.9927,60.42,435.22
1124,lb2h close tp40pts trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=2h],1,42,38.0952,3.38,1.153636,0.9221,0.9884,60.16,368.08
1125,lb3h close tp40pts trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=3h],1,42,38.0952,3.38,1.153636,0.9221,0.9884,60.16,368.08
1126,lb1h pair_mid rr2.0 trail_be1r slSome(30) kems slip3 [entry 05-09 only  lb=1h],3,41,29.2683,1.54,1.07,0.9180,1.0006,60.90,746.90
1127,lb1h pair_mid rr2.0 trail_prog slSome(30) kems slip3 [entry 05-09 only  lb=1h],3,41,29.2683,1.54,1.07,0.9180,1.0006,60.90,746.90
1128,lb2h pair_mid rr2.0 trail_be1r slSome(30) kems slip3 [entry 05-09 only  lb=2h],3,41,29.2683,1.54,1.07,0.9180,1.0006,60.90,746.90
1129,lb2h pair_mid rr2.0 trail_prog slSome(30) kems slip3 [entry 05-09 only  lb=2h],3,41,29.2683,1.54,1.07,0.9180,1.0006,60.90,746.90
1130,lb1h close tp40pts trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=1h],1,43,37.2093,3.38,1.153636,0.9180,0.9599,58.42,368.08
1131,lb1h close tp30pts trail_be1r slSome(25) kems slip2 [entry 05-09 only  lb=1h],2,43,39.5349,1.59,1.072273,0.9160,0.9559,58.18,435.22
1132,lb2h pair_mid tp125pts trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=2h],1,36,16.6667,-5.54,0.815333,0.9119,1.0903,66.36,720.54
1133,lb3h pair_mid tp125pts trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=3h],1,36,16.6667,-5.54,0.815333,0.9119,1.0903,66.36,720.54
1134,lb1h pair_mid tp50pts trail_prog slNone kems slip3 [entry 05-09 only  lb=1h],3,42,40.4762,5.30,1.240909,0.9119,0.9681,58.92,749.90
1135,lb2h pair_mid tp50pts trail_prog slNone kems slip3 [entry 05-09 only  lb=2h],3,42,40.4762,5.30,1.240909,0.9119,0.9681,58.92,749.90
1136,lb3h pair_mid tp50pts trail_prog slNone kems slip3 [entry 05-09 only  lb=3h],3,42,40.4762,5.30,1.240909,0.9119,0.9681,58.92,749.90
1137,lb1h pair_mid tp75pts trail_be1r slSome(25) kems slip2 [entry 05-09 only  lb=1h],2,41,24.3902,0.43,1.019545,0.9097,0.9842,59.90,639.69
1138,lb2h pair_mid tp75pts trail_be1r slSome(25) kems slip2 [entry 05-09 only  lb=2h],2,41,24.3902,0.43,1.019545,0.9097,0.9842,59.90,639.69
1139,lb1h close tp25pts trail_none slSome(25) kems slip1 [entry 05-09 only  lb=1h],1,43,46.5116,0.31,1.013478,0.9078,0.9395,57.18,385.22
1140,lb0h pair_mid tp75pts trail_be1r slSome(30) kems slip2 [entry 05-09 only  lb=0h],2,39,25.6410,1.29,1.061429,0.9056,1.0167,61.88,669.69
1141,lb0h pair_mid rr2.0 trail_be1r slSome(25) ksme slip2 [entry 05-09 only  lb=0h],2,35,31.4286,1.74,1.0870,0.8996,1.0860,66.10,516.56
1142,lb0h pair_mid rr2.0 trail_prog slSome(25) ksme slip2 [entry 05-09 only  lb=0h],2,35,31.4286,1.74,1.0870,0.8996,1.0860,66.10,516.56
1143,lb0h close rr2.0 trail_prog slSome(25) kems slip2 [entry 05-09 only  lb=0h],2,41,39.0244,2.58,1.1290,0.8996,0.9638,58.66,307.85
1144,lb0h pair_mid tp200pts trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=0h],1,35,11.4286,-6.98,0.774839,0.8974,1.0818,65.84,1079.04
1145,lb1h pair_mid tp125pts trail_none slNone kems slip3 [entry 05-09 only  lb=1h],3,41,21.9512,-4.72,0.8525,0.8933,0.9513,57.90,937.90
1146,lb2h close rr1.5 trail_be1r slSome(25) kems slip2 [entry 05-09 only  lb=2h],2,42,38.0952,1.58,1.071818,0.8851,0.9145,55.66,399.22
1147,lb2h close rr1.5 trail_prog slSome(25) kems slip2 [entry 05-09 only  lb=2h],2,42,38.0952,1.58,1.071818,0.8851,0.9145,55.66,399.22
1148,lb3h close rr1.5 trail_be1r slSome(25) kems slip2 [entry 05-09 only  lb=3h],2,42,38.0952,1.58,1.071818,0.8851,0.9145,55.66,399.22
1149,lb3h close rr1.5 trail_prog slSome(25) kems slip2 [entry 05-09 only  lb=3h],2,42,38.0952,1.58,1.071818,0.8851,0.9145,55.66,399.22
1150,lb0h close tp50pts trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=0h],1,41,39.0244,4.28,1.2140,0.8790,0.9227,56.16,294.56
1151,lb1h close rr1.5 trail_be1r slSome(25) kems slip2 [entry 05-09 only  lb=1h],2,43,37.2093,1.58,1.071818,0.8769,0.8777,53.42,399.22
1152,lb1h close rr1.5 trail_prog slSome(25) kems slip2 [entry 05-09 only  lb=1h],2,43,37.2093,1.58,1.071818,0.8769,0.8777,53.42,399.22
1153,lb2h close tp175pts trail_none slSome(30) kems slip2 [entry 05-09 only  lb=2h],2,41,12.1951,-6.33,0.824167,0.8708,0.9063,55.16,612.88
1154,lb3h close tp175pts trail_none slSome(30) kems slip2 [entry 05-09 only  lb=3h],2,41,12.1951,-6.33,0.824167,0.8708,0.9063,55.16,612.88
1155,lb0h close rr2.0 trail_be1r slSome(25) ksme slip1 [entry 05-09 only  lb=0h],1,21,33.3333,2.87,1.260909,0.8585,1.2891,78.46,202.16
1156,lb1h close tp200pts trail_none slSome(25) ksme slip2 [entry 05-09 only  lb=1h],2,23,8.6957,-3.97,0.810952,0.8585,1.2484,75.98,492.60
1157,lb0h close tp25pts trail_none slSome(25) kems slip3 [entry 05-09 only  lb=0h],3,41,48.7805,1.25,1.059524,0.8585,0.8817,53.66,370.74
1158,lb1h close tp175pts trail_none slSome(30) kems slip1 [entry 05-09 only  lb=1h],1,42,11.9048,-7.03,0.81,0.8585,0.8613,52.42,600.88
1159,lb3h pair_mid tp75pts trail_prog slSome(30) kems slip1 [entry 05-09 only  lb=3h],1,40,32.500,1.95,1.092857,0.8573,0.8997,54.76,628.41
1160,lb0h close tp40pts trail_prog slSome(25) ksme slip2 [entry 05-09 only  lb=0h],2,21,38.0952,3.37,1.306364,0.8563,1.2849,78.20,236.91
1161,lb0h close tp50pts trail_prog slSome(25) ksme slip3 [entry 05-09 only  lb=0h],3,21,38.0952,3.70,1.336364,0.8544,1.2809,77.96,279.14
1162,lb2h close tp75pts trail_none slSome(30) ksme slip1 [entry 05-09 only  lb=2h],1,24,20.8333,2.73,1.143684,0.8544,1.2198,74.24,344.64
1163,lb3h close tp75pts trail_none slSome(30) ksme slip1 [entry 05-09 only  lb=3h],1,24,20.8333,2.73,1.143684,0.8544,1.2198,74.24,344.64
1164,lb0h close tp25pts trail_be1r slSome(25) kems slip2 [entry 05-09 only  lb=0h],2,41,46.3415,1.55,1.0775,0.8544,0.8734,53.16,330.24
1165,lb3h pair_mid rr2.0 trail_be1r slSome(30) kems slip1 [entry 05-09 only  lb=3h],1,40,27.500,0.85,1.040476,0.8522,0.8895,54.14,657.66
1166,lb3h pair_mid rr2.0 trail_prog slSome(30) kems slip1 [entry 05-09 only  lb=3h],1,40,27.500,0.85,1.040476,0.8522,0.8895,54.14,657.66
1167,lb2h close tp50pts trail_none slSome(30) ksme slip2 [entry 05-09 only  lb=2h],2,24,29.1667,2.78,1.163529,0.8462,1.2034,73.24,382.32
1168,lb3h close tp50pts trail_none slSome(30) ksme slip2 [entry 05-09 only  lb=3h],2,24,29.1667,2.78,1.163529,0.8462,1.2034,73.24,382.32
1169,lb2h close rr2.5 trail_prog slSome(25) ksme slip1 [entry 05-09 only  lb=2h],1,22,36.3636,1.86,1.143077,0.8440,1.2398,75.46,278.64
1170,lb3h close rr2.5 trail_prog slSome(25) ksme slip1 [entry 05-09 only  lb=3h],1,22,36.3636,1.86,1.143077,0.8440,1.2398,75.46,278.64
1171,lb0h close tp100pts trail_none slSome(30) ksme slip2 [entry 05-09 only  lb=0h],2,23,17.3913,5.22,1.274737,0.8421,1.2155,73.98,411.38
1172,lb1h close rr2.5 trail_prog slSome(25) ksme slip1 [entry 05-09 only  lb=1h],1,23,34.7826,1.86,1.143077,0.8399,1.2112,73.72,278.64
1173,lb1h pair_mid tp75pts trail_be1r slSome(30) kems slip1 [entry 05-09 only  lb=1h],1,41,24.3902,0.59,1.026818,0.8399,0.8445,51.40,663.69
1174,lb2h pair_mid tp75pts trail_be1r slSome(30) kems slip1 [entry 05-09 only  lb=2h],1,41,24.3902,0.59,1.026818,0.8399,0.8445,51.40,663.69
1175,lb1h pair_mid rr2.0 trail_be1r slSome(25) ksme slip2 [entry 05-09 only  lb=1h],2,37,32.4324,2.67,1.127143,0.8379,0.9221,56.12,556.30
1176,lb1h pair_mid rr2.0 trail_prog slSome(25) ksme slip2 [entry 05-09 only  lb=1h],2,37,32.4324,2.67,1.127143,0.8379,0.9221,56.12,556.30
1177,lb2h pair_mid rr2.0 trail_be1r slSome(25) ksme slip2 [entry 05-09 only  lb=2h],2,37,32.4324,2.67,1.127143,0.8379,0.9221,56.12,556.30
1178,lb2h pair_mid rr2.0 trail_prog slSome(25) ksme slip2 [entry 05-09 only  lb=2h],2,37,32.4324,2.67,1.127143,0.8379,0.9221,56.12,556.30
1179,lb3h pair_mid rr2.0 trail_be1r slSome(25) ksme slip2 [entry 05-09 only  lb=3h],2,37,32.4324,2.67,1.127143,0.8379,0.9221,56.12,556.30
1180,lb3h pair_mid rr2.0 trail_prog slSome(25) ksme slip2 [entry 05-09 only  lb=3h],2,37,32.4324,2.67,1.127143,0.8379,0.9221,56.12,556.30
1181,lb2h close rr2.0 trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=2h],1,42,38.0952,2.28,1.103636,0.8297,0.8038,48.92,327.08
1182,lb3h close rr2.0 trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=3h],1,42,38.0952,2.28,1.103636,0.8297,0.8038,48.92,327.08
1183,lb0h pair_mid tp75pts trail_prog slSome(25) ksme slip2 [entry 05-09 only  lb=0h],2,35,31.4286,3.22,1.1610,0.8286,0.9441,57.46,498.06
1184,lb0h close tp75pts trail_be1r slSome(25) ksme slip1 [entry 05-09 only  lb=0h],1,21,14.2857,4.39,1.399091,0.8256,1.2234,74.46,272.14
1185,lb2h close tp40pts trail_none slSome(30) ksme slip1 [entry 05-09 only  lb=2h],1,24,33.3333,2.29,1.143125,0.8256,1.1623,70.74,334.34
1186,lb3h close tp40pts trail_none slSome(30) ksme slip1 [entry 05-09 only  lb=3h],1,24,33.3333,2.29,1.143125,0.8256,1.1623,70.74,334.34
1187,lb2h pair_mid tp200pts trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=2h],1,36,11.1111,-7.98,0.750625,0.8256,0.9178,55.86,1135.02
1188,lb3h pair_mid tp200pts trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=3h],1,36,11.1111,-7.98,0.750625,0.8256,0.9178,55.86,1135.02
1189,lb1h close rr2.0 trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=1h],1,43,37.2093,2.28,1.103636,0.8256,0.7752,47.18,327.08
1190,lb0h close rr2.5 trail_prog slSome(30) ksme slip1 [entry 05-09 only  lb=0h],1,23,34.7826,2.86,1.238333,0.8235,1.1784,71.72,231.36
1191,lb0h pair_mid tp75pts trail_prog slSome(25) ksme slip3 [entry 05-09 only  lb=0h],3,35,31.4286,3.92,1.1960,0.8163,0.9194,55.96,513.06
1192,lb2h close tp30pts trail_prog slSome(30) kems slip2 [entry 05-09 only  lb=2h],2,42,45.2381,0.93,1.042273,0.8153,0.7749,47.16,428.47
1193,lb3h close tp30pts trail_prog slSome(30) kems slip2 [entry 05-09 only  lb=3h],2,42,45.2381,0.93,1.042273,0.8153,0.7749,47.16,428.47
1194,lb0h close tp150pts trail_prog slSome(30) kems slip1 [entry 05-09 only  lb=0h],1,41,34.1463,2.78,1.1390,0.8133,0.7913,48.16,315.55
1195,lb2h close tp30pts trail_none slSome(30) kems slip3 [entry 05-09 only  lb=2h],3,42,45.2381,0.19,1.008261,0.8133,0.7709,46.92,420.22
1196,lb3h close tp30pts trail_none slSome(30) kems slip3 [entry 05-09 only  lb=3h],3,42,45.2381,0.19,1.008261,0.8133,0.7709,46.92,420.22
1197,lb1h pair_mid tp100pts trail_be1r slSome(30) kems slip3 [entry 05-09 only  lb=1h],3,41,19.5122,-0.44,0.98,0.8112,0.7870,47.90,807.40
1198,lb2h pair_mid tp100pts trail_be1r slSome(30) kems slip3 [entry 05-09 only  lb=2h],3,41,19.5122,-0.44,0.98,0.8112,0.7870,47.90,807.40
1199,lb0h close tp40pts trail_be1r slSome(25) ksme slip3 [entry 05-09 only  lb=0h],3,21,28.5714,3.24,1.294545,0.8092,1.1905,72.46,254.16
1200,lb1h close tp30pts trail_none slSome(30) ksme slip2 [entry 05-09 only  lb=1h],2,25,40.00,0.83,1.055333,0.8092,1.1090,67.50,328.10
1201,lb1h close tp30pts trail_prog slSome(30) kems slip2 [entry 05-09 only  lb=1h],2,43,44.1860,0.93,1.042273,0.8071,0.7381,44.92,428.47
1202,lb1h pair_mid rr2.5 trail_prog slNone kems slip1 [entry 05-09 only  lb=1h],1,41,26.8293,1.35,1.058696,0.8061,0.7768,47.28,758.78
1203,lb2h pair_mid rr2.5 trail_prog slNone kems slip1 [entry 05-09 only  lb=2h],1,41,26.8293,1.35,1.058696,0.8061,0.7768,47.28,758.78
1204,lb1h pair_mid tp50pts trail_prog slNone kems slip2 [entry 05-09 only  lb=1h],2,42,40.4762,3.83,1.174091,0.8061,0.7565,46.04,740.90
1205,lb2h pair_mid tp50pts trail_prog slNone kems slip2 [entry 05-09 only  lb=2h],2,42,40.4762,3.83,1.174091,0.8061,0.7565,46.04,740.90
1206,lb3h pair_mid tp50pts trail_prog slNone kems slip2 [entry 05-09 only  lb=3h],2,42,40.4762,3.83,1.174091,0.8061,0.7565,46.04,740.90
1207,lb1h close tp30pts trail_none slSome(25) ksme slip2 [entry 05-09 only  lb=1h],2,23,39.1304,0.83,1.059286,0.8051,1.1416,69.48,282.66
1208,lb0h close tp125pts trail_prog slSome(25) kems slip2 [entry 05-09 only  lb=0h],2,41,39.0244,2.84,1.1420,0.8051,0.7749,47.16,319.35
1209,lb1h pair_mid rr2.5 trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=1h],1,41,34.1463,1.91,1.086818,0.8030,0.7706,46.90,686.28
1210,lb2h pair_mid rr2.5 trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=2h],1,41,34.1463,1.91,1.086818,0.8030,0.7706,46.90,686.28
1211,lb2h close tp25pts trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=2h],1,42,47.6190,1.03,1.046818,0.7969,0.7381,44.92,349.22
1212,lb3h close tp25pts trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=3h],1,42,47.6190,1.03,1.046818,0.7969,0.7381,44.92,349.22
1213,lb0h close tp50pts trail_prog slSome(25) ksme slip1 [entry 05-09 only  lb=0h],1,21,38.0952,3.75,1.340909,0.7947,1.1616,70.70,250.64
1214,lb0h pair_mid tp50pts trail_be1r slNone kems slip1 [entry 05-09 only  lb=0h],1,40,37.500,4.74,1.225714,0.7928,0.7706,46.90,731.90
1215,lb1h close tp25pts trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=1h],1,43,46.5116,1.03,1.046818,0.7928,0.7095,43.18,349.22
1216,lb0h close rr2.5 trail_prog slSome(25) ksme slip3 [entry 05-09 only  lb=0h],3,21,38.0952,2.18,1.198182,0.7906,1.1534,70.20,279.14
1217,lb0h close rr2.5 trail_be1r slSome(30) kems slip1 [entry 05-09 only  lb=0h],1,41,21.9512,2.38,1.1190,0.7906,0.7459,45.40,301.14
1218,lb0h pair_mid tp75pts trail_be1r slSome(25) ksme slip3 [entry 05-09 only  lb=0h],3,35,22.8571,2.49,1.1245,0.7845,0.8560,52.10,489.85
1219,lb0h pair_mid tp200pts trail_be1r slSome(25) ksme slip3 [entry 05-09 only  lb=0h],3,35,8.5714,-3.70,0.8150,0.7845,0.8560,52.10,828.54
1220,lb2h close rr1.5 trail_none slSome(30) kems slip1 [entry 05-09 only  lb=2h],1,42,40.4762,0.29,1.0116,0.7845,0.7134,43.42,373.88
1221,lb3h close rr1.5 trail_none slSome(30) kems slip1 [entry 05-09 only  lb=3h],1,42,40.4762,0.29,1.0116,0.7845,0.7134,43.42,373.88
1222,lb2h close tp50pts trail_be1r slSome(25) ksme slip1 [entry 05-09 only  lb=2h],1,22,22.7273,2.99,1.23,0.7804,1.1127,67.72,330.62
1223,lb2h close tp125pts trail_be1r slSome(25) ksme slip1 [entry 05-09 only  lb=2h],1,22,9.0909,6.53,1.502308,0.7804,1.1127,67.72,366.34
1224,lb3h close tp50pts trail_be1r slSome(25) ksme slip1 [entry 05-09 only  lb=3h],1,22,22.7273,2.99,1.23,0.7804,1.1127,67.72,330.62
1225,lb3h close tp125pts trail_be1r slSome(25) ksme slip1 [entry 05-09 only  lb=3h],1,22,9.0909,6.53,1.502308,0.7804,1.1127,67.72,366.34
1226,lb0h pair_mid tp50pts trail_be1r slSome(25) kems slip2 [entry 05-09 only  lb=0h],2,40,37.500,5.68,1.258182,0.7804,0.7459,45.40,668.40
1227,lb0h prev_open tp200pts trail_prog slSome(25) ksme slip1 [entry 05-09 only  lb=0h],1,33,33.3333,12.71,1.605238,0.7783,0.8843,53.82,439.41
1228,lb1h close tp50pts trail_be1r slSome(25) ksme slip1 [entry 05-09 only  lb=1h],1,23,21.7391,2.99,1.23,0.7763,1.0841,65.98,330.62
1229,lb1h close tp125pts trail_be1r slSome(25) ksme slip1 [entry 05-09 only  lb=1h],1,23,8.6957,6.53,1.502308,0.7763,1.0841,65.98,366.34
1230,lb1h pair_mid tp50pts trail_be1r slNone kems slip3 [entry 05-09 only  lb=1h],3,42,38.0952,4.39,1.199545,0.7763,0.6970,42.42,749.90
1231,lb2h pair_mid tp50pts trail_be1r slNone kems slip3 [entry 05-09 only  lb=2h],3,42,38.0952,4.39,1.199545,0.7763,0.6970,42.42,749.90
1232,lb3h pair_mid tp50pts trail_be1r slNone kems slip3 [entry 05-09 only  lb=3h],3,42,38.0952,4.39,1.199545,0.7763,0.6970,42.42,749.90
1233,lb0h close tp75pts trail_prog slSome(25) ksme slip1 [entry 05-09 only  lb=0h],1,21,38.0952,3.16,1.287273,0.7701,1.1123,67.70,250.64
1234,lb2h close tp125pts trail_none slSome(25) ksme slip3 [entry 05-09 only  lb=2h],3,22,13.6364,4.57,1.240526,0.7681,1.0880,66.22,485.86
1235,lb3h close tp125pts trail_none slSome(25) ksme slip3 [entry 05-09 only  lb=3h],3,22,13.6364,4.57,1.240526,0.7681,1.0880,66.22,485.86
