rank,label,slippage,trades,win_rate_pct,profit_r,pf_r,points_per_week,net_usd_per_week,net_usd_1mic,max_dd_usd_1mic
5071,lb0h pair_mid tp50pts trail_be1r slSome(30) ksme slip3 [entry 05-09 only  lb=0h],3,36,30.5556,3.88,1.184762,-0.8831,-2.4997,-152.14,555.80
5072,lb0h pair_mid tp50pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=0h],3,36,30.5556,3.88,1.184762,-0.8831,-2.4997,-152.14,555.80
5073,lb2h close tp200pts trail_be1r slSome(25) kems slip3 [entry 05-09 only  lb=2h],3,41,4.8780,-5.81,0.723333,-0.8955,-2.6262,-159.84,492.08
5074,lb3h close tp200pts trail_be1r slSome(25) kems slip3 [entry 05-09 only  lb=3h],3,41,4.8780,-5.81,0.723333,-0.8955,-2.6262,-159.84,492.08
5075,lb1h close tp200pts trail_be1r slSome(25) kems slip3 [entry 05-09 only  lb=1h],3,42,4.7619,-5.81,0.723333,-0.9078,-2.6712,-162.58,492.08
5076,lb2h close tp75pts trail_be1r slSome(30) kems slip2 [entry 05-09 only  lb=2h],2,42,14.2857,-0.55,0.9750,-0.9078,-2.6712,-162.58,485.40
5077,lb3h close tp75pts trail_be1r slSome(30) kems slip2 [entry 05-09 only  lb=3h],2,42,14.2857,-0.55,0.9750,-0.9078,-2.6712,-162.58,485.40
5078,lb3h pair_mid rr2.0 trail_be1r slNone kems slip1 [entry 05-09 only  lb=3h],1,40,27.500,-0.14,0.993636,-0.9097,-2.6344,-160.34,678.66
5079,lb3h pair_mid rr2.0 trail_prog slNone kems slip1 [entry 05-09 only  lb=3h],1,40,27.500,-0.14,0.993636,-0.9097,-2.6344,-160.34,678.66
5080,lb1h close tp75pts trail_be1r slSome(30) kems slip2 [entry 05-09 only  lb=1h],2,43,13.9535,-0.55,0.9750,-0.9160,-2.7080,-164.82,487.64
5081,lb0h pair_mid tp100pts trail_none slSome(30) ksme slip3 [entry 05-09 only  lb=0h],3,36,19.4444,-6.11,0.789310,-0.9201,-2.5736,-156.64,845.80
5082,lb0h close tp125pts trail_be1r slSome(30) kems slip1 [entry 05-09 only  lb=0h],1,40,7.500,2.97,1.156316,-0.9242,-2.6634,-162.10,463.74
5083,lb2h close rr1.5 trail_be1r slSome(30) kems slip2 [entry 05-09 only  lb=2h],2,42,30.9524,-2.83,0.871364,-0.9262,-2.7080,-164.82,394.79
5084,lb2h close rr1.5 trail_prog slSome(30) kems slip2 [entry 05-09 only  lb=2h],2,42,30.9524,-2.83,0.871364,-0.9262,-2.7080,-164.82,394.79
5085,lb3h close rr1.5 trail_be1r slSome(30) kems slip2 [entry 05-09 only  lb=3h],2,42,30.9524,-2.83,0.871364,-0.9262,-2.7080,-164.82,394.79
5086,lb3h close rr1.5 trail_prog slSome(30) kems slip2 [entry 05-09 only  lb=3h],2,42,30.9524,-2.83,0.871364,-0.9262,-2.7080,-164.82,394.79
5087,lb2h close tp175pts trail_be1r slSome(30) ksme slip1 [entry 05-09 only  lb=2h],1,24,4.1667,-6.05,0.567857,-0.9283,-2.3456,-142.76,368.08
5088,lb3h close tp175pts trail_be1r slSome(30) ksme slip1 [entry 05-09 only  lb=3h],1,24,4.1667,-6.05,0.567857,-0.9283,-2.3456,-142.76,368.08
5089,lb2h prev_open tp200pts trail_prog slSome(25) ksme slip1 [entry 05-09 only  lb=2h],1,34,32.3529,13.52,1.614545,-0.9303,-2.5533,-155.40,457.05
5090,lb3h prev_open tp200pts trail_prog slSome(25) ksme slip1 [entry 05-09 only  lb=3h],1,34,32.3529,13.52,1.614545,-0.9303,-2.5533,-155.40,457.05
5091,lb1h close tp175pts trail_be1r slSome(30) ksme slip1 [entry 05-09 only  lb=1h],1,25,4.00,-6.05,0.567857,-0.9324,-2.3742,-144.50,368.08
5092,lb1h close rr1.5 trail_be1r slSome(30) kems slip2 [entry 05-09 only  lb=1h],2,43,30.2326,-2.83,0.871364,-0.9344,-2.7449,-167.06,397.03
5093,lb1h close rr1.5 trail_prog slSome(30) kems slip2 [entry 05-09 only  lb=1h],2,43,30.2326,-2.83,0.871364,-0.9344,-2.7449,-167.06,397.03
5094,lb1h close tp175pts trail_none slSome(30) ksme slip2 [entry 05-09 only  lb=1h],2,25,8.00,-8.10,0.647826,-0.9365,-2.3824,-145.00,492.60
5095,lb1h pair_mid tp40pts trail_none slNone kems slip3 [entry 05-09 only  lb=1h],3,42,42.8571,3.15,1.13125,-0.9365,-2.7288,-166.08,776.56
5096,lb2h close rr2.5 trail_be1r slSome(25) kems slip3 [entry 05-09 only  lb=2h],3,42,19.0476,-2.31,0.8950,-0.9426,-2.7409,-166.82,436.01
5097,lb3h close rr2.5 trail_be1r slSome(25) kems slip3 [entry 05-09 only  lb=3h],3,42,19.0476,-2.31,0.8950,-0.9426,-2.7409,-166.82,436.01
5098,lb1h pair_mid tp40pts trail_none slSome(30) ksme slip1 [entry 05-09 only  lb=1h],1,38,36.8421,4.52,1.188333,-0.9447,-2.6637,-162.12,511.58
5099,lb1h pair_mid tp50pts trail_none slSome(30) kems slip2 [entry 05-09 only  lb=1h],2,42,35.7143,0.36,1.013333,-0.9467,-2.7491,-167.32,823.43
5100,lb2h close rr2.0 trail_prog slSome(30) kems slip3 [entry 05-09 only  lb=2h],3,42,30.9524,-2.49,0.886818,-0.9508,-2.7573,-167.82,381.04
5101,lb3h close rr2.0 trail_prog slSome(30) kems slip3 [entry 05-09 only  lb=3h],3,42,30.9524,-2.49,0.886818,-0.9508,-2.7573,-167.82,381.04
5102,lb0h pair_mid rr2.0 trail_be1r slNone kems slip3 [entry 05-09 only  lb=0h],3,39,28.2051,-0.35,0.984091,-0.9549,-2.7044,-164.60,789.40
5103,lb0h pair_mid rr2.0 trail_prog slNone kems slip3 [entry 05-09 only  lb=0h],3,39,28.2051,-0.35,0.984091,-0.9549,-2.7044,-164.60,789.40
5104,lb3h pair_mid tp125pts trail_none slSome(25) kems slip1 [entry 05-09 only  lb=3h],1,39,17.9487,-9.95,0.689062,-0.9549,-2.7044,-164.60,782.16
5105,lb1h close rr2.5 trail_be1r slSome(25) kems slip3 [entry 05-09 only  lb=1h],3,43,18.6047,-2.31,0.8950,-0.9549,-2.7859,-169.56,436.01
5106,lb0h pair_mid tp40pts trail_be1r slSome(25) ksme slip2 [entry 05-09 only  lb=0h],2,35,34.2857,1.88,1.0940,-0.9612,-2.6354,-160.40,466.85
5107,lb1h pair_mid tp40pts trail_be1r slSome(25) kems slip3 [entry 05-09 only  lb=1h],3,42,40.4762,4.77,1.207391,-0.9612,-2.7780,-169.08,697.47
5108,lb2h pair_mid tp40pts trail_be1r slSome(25) kems slip3 [entry 05-09 only  lb=2h],3,42,40.4762,4.77,1.207391,-0.9612,-2.7780,-169.08,697.47
5109,lb3h pair_mid tp40pts trail_be1r slSome(25) kems slip3 [entry 05-09 only  lb=3h],3,42,40.4762,4.77,1.207391,-0.9612,-2.7780,-169.08,697.47
5110,lb1h close rr2.0 trail_prog slSome(30) kems slip3 [entry 05-09 only  lb=1h],3,43,30.2326,-2.49,0.886818,-0.9631,-2.8024,-170.56,383.78
5111,lb1h close tp150pts trail_none slSome(25) ksme slip3 [entry 05-09 only  lb=1h],3,23,8.6957,-8.39,0.600476,-0.9653,-2.3992,-146.02,507.60
5112,lb1h pair_mid tp50pts trail_prog slSome(25) ksme slip1 [entry 05-09 only  lb=1h],1,37,29.7297,2.42,1.115238,-0.9663,-2.6864,-163.50,478.30
5113,lb2h pair_mid tp50pts trail_prog slSome(25) ksme slip1 [entry 05-09 only  lb=2h],1,37,29.7297,2.42,1.115238,-0.9663,-2.6864,-163.50,478.30
5114,lb3h pair_mid tp50pts trail_prog slSome(25) ksme slip1 [entry 05-09 only  lb=3h],1,37,29.7297,2.42,1.115238,-0.9663,-2.6864,-163.50,478.30
5115,lb2h prev_open tp175pts trail_prog slSome(25) ksme slip3 [entry 05-09 only  lb=2h],3,34,32.3529,10.23,1.4650,-0.9673,-2.6272,-159.90,555.80
5116,lb3h prev_open tp175pts trail_prog slSome(25) ksme slip3 [entry 05-09 only  lb=3h],3,34,32.3529,10.23,1.4650,-0.9673,-2.6272,-159.90,555.80
5117,lb0h prev_open tp50pts trail_be1r slSome(25) ksme slip2 [entry 05-09 only  lb=0h],2,33,30.3030,-1.37,0.9315,-0.9694,-2.6111,-158.92,626.06
5118,lb2h close tp100pts trail_be1r slSome(30) kems slip1 [entry 05-09 only  lb=2h],1,41,9.7561,-0.21,0.99,-0.9694,-2.7741,-168.84,372.22
5119,lb2h close tp200pts trail_be1r slSome(30) kems slip1 [entry 05-09 only  lb=2h],1,41,4.8780,-8.00,0.619048,-0.9694,-2.7741,-168.84,488.08
5120,lb3h close tp100pts trail_be1r slSome(30) kems slip1 [entry 05-09 only  lb=3h],1,41,9.7561,-0.21,0.99,-0.9694,-2.7741,-168.84,372.22
5121,lb3h close tp200pts trail_be1r slSome(30) kems slip1 [entry 05-09 only  lb=3h],1,41,4.8780,-8.00,0.619048,-0.9694,-2.7741,-168.84,488.08
5122,lb0h pair_mid tp150pts trail_prog slNone kems slip2 [entry 05-09 only  lb=0h],2,39,28.2051,3.76,1.170909,-0.9704,-2.7353,-166.48,815.77
5123,lb1h pair_mid tp175pts trail_prog slNone kems slip2 [entry 05-09 only  lb=1h],2,41,29.2683,3.23,1.140435,-0.9704,-2.7761,-168.96,791.75
5124,lb2h pair_mid tp175pts trail_prog slNone kems slip2 [entry 05-09 only  lb=2h],2,41,29.2683,3.23,1.140435,-0.9704,-2.7761,-168.96,791.75
5125,lb1h pair_mid tp50pts trail_be1r slSome(30) ksme slip2 [entry 05-09 only  lb=1h],2,38,28.9474,3.37,1.153182,-0.9735,-2.7212,-165.62,580.78
5126,lb2h pair_mid tp50pts trail_be1r slSome(30) ksme slip2 [entry 05-09 only  lb=2h],2,38,28.9474,3.37,1.153182,-0.9735,-2.7212,-165.62,580.78
5127,lb3h pair_mid tp50pts trail_be1r slSome(30) ksme slip2 [entry 05-09 only  lb=3h],2,38,28.9474,3.37,1.153182,-0.9735,-2.7212,-165.62,580.78
5128,lb1h close tp100pts trail_be1r slSome(30) kems slip1 [entry 05-09 only  lb=1h],1,42,9.5238,-0.21,0.99,-0.9735,-2.8027,-170.58,372.22
5129,lb1h close tp200pts trail_be1r slSome(30) kems slip1 [entry 05-09 only  lb=1h],1,42,4.7619,-8.00,0.619048,-0.9735,-2.8027,-170.58,488.08
5130,lb0h pair_mid rr2.0 trail_none slSome(30) ksme slip1 [entry 05-09 only  lb=0h],1,36,30.5556,-3.13,0.8748,-0.9755,-2.6844,-163.38,719.80
5131,lb0h close tp175pts trail_be1r slSome(25) kems slip2 [entry 05-09 only  lb=0h],2,40,5.00,-5.57,0.706842,-0.9858,-2.7866,-169.60,416.60
5132,lb0h pair_mid tp40pts trail_none slNone kems slip2 [entry 05-09 only  lb=0h],2,40,42.500,-0.16,0.993043,-0.9981,-2.8112,-171.10,719.82
5133,lb0h close tp100pts trail_prog slSome(30) kems slip2 [entry 05-09 only  lb=0h],2,41,31.7073,-1.54,0.9230,-0.9981,-2.8316,-172.34,355.55
5134,lb1h pair_mid tp175pts trail_prog slNone kems slip3 [entry 05-09 only  lb=1h],3,41,29.2683,3.93,1.170870,-0.9991,-2.8336,-172.46,809.75
5135,lb2h pair_mid tp175pts trail_prog slNone kems slip3 [entry 05-09 only  lb=2h],3,41,29.2683,3.93,1.170870,-0.9991,-2.8336,-172.46,809.75
5136,lb1h pair_mid tp40pts trail_prog slNone kems slip2 [entry 05-09 only  lb=1h],2,42,42.8571,0.67,1.030455,-1.0011,-2.8579,-173.94,742.31
5137,lb2h pair_mid tp40pts trail_prog slNone kems slip2 [entry 05-09 only  lb=2h],2,42,42.8571,0.67,1.030455,-1.0011,-2.8579,-173.94,742.31
5138,lb3h pair_mid tp40pts trail_prog slNone kems slip2 [entry 05-09 only  lb=3h],2,42,42.8571,0.67,1.030455,-1.0011,-2.8579,-173.94,742.31
5139,lb0h pair_mid tp150pts trail_prog slNone kems slip3 [entry 05-09 only  lb=0h],3,39,28.2051,4.46,1.202727,-1.0032,-2.8010,-170.48,832.77
5140,lb2h close tp150pts trail_be1r slSome(25) ksme slip2 [entry 05-09 only  lb=2h],2,22,4.5455,-6.28,0.516923,-1.0064,-2.4609,-149.78,382.08
5141,lb3h close tp150pts trail_be1r slSome(25) ksme slip2 [entry 05-09 only  lb=3h],2,22,4.5455,-6.28,0.516923,-1.0064,-2.4609,-149.78,382.08
5142,lb0h close tp200pts trail_be1r slSome(30) kems slip3 [entry 05-09 only  lb=0h],3,40,5.00,-6.24,0.671579,-1.0064,-2.8277,-172.10,454.60
5143,lb2h pair_mid rr2.0 trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=2h],1,36,30.5556,-3.15,0.8740,-1.0083,-2.7501,-167.38,666.30
5144,lb3h pair_mid rr2.0 trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=3h],1,36,30.5556,-3.15,0.8740,-1.0083,-2.7501,-167.38,666.30
5145,lb0h pair_mid tp50pts trail_prog slSome(30) ksme slip2 [entry 05-09 only  lb=0h],2,36,30.5556,2.38,1.113333,-1.0134,-2.7603,-168.00,538.80
5146,lb1h close tp150pts trail_be1r slSome(25) ksme slip2 [entry 05-09 only  lb=1h],2,23,4.3478,-6.28,0.516923,-1.0146,-2.4977,-152.02,382.08
5147,lb0h pair_mid tp40pts trail_be1r slNone kems slip1 [entry 05-09 only  lb=0h],1,40,40.00,0.97,1.046190,-1.0146,-2.8441,-173.10,706.19
5148,lb0h pair_mid tp40pts trail_prog slNone kems slip1 [entry 05-09 only  lb=0h],1,40,40.00,0.97,1.046190,-1.0146,-2.8441,-173.10,706.19
5149,lb0h pair_mid tp175pts trail_none slSome(25) ksme slip2 [entry 05-09 only  lb=0h],2,35,11.4286,-10.19,0.671290,-1.0165,-2.7462,-167.14,1100.04
5150,lb1h pair_mid rr2.0 trail_be1r slNone kems slip3 [entry 05-09 only  lb=1h],3,41,29.2683,0.54,1.023478,-1.0207,-2.8766,-175.08,789.40
5151,lb1h pair_mid rr2.0 trail_prog slNone kems slip3 [entry 05-09 only  lb=1h],3,41,29.2683,0.54,1.023478,-1.0207,-2.8766,-175.08,789.40
5152,lb2h pair_mid rr2.0 trail_be1r slNone kems slip3 [entry 05-09 only  lb=2h],3,41,29.2683,0.54,1.023478,-1.0207,-2.8766,-175.08,789.40
5153,lb2h pair_mid rr2.0 trail_prog slNone kems slip3 [entry 05-09 only  lb=2h],3,41,29.2683,0.54,1.023478,-1.0207,-2.8766,-175.08,789.40
5154,lb0h close tp150pts trail_be1r slSome(30) ksme slip2 [entry 05-09 only  lb=0h],2,23,4.3478,-5.28,0.56,-1.0269,-2.5224,-153.52,321.60
5155,lb0h pair_mid tp40pts trail_be1r slSome(25) kems slip2 [entry 05-09 only  lb=0h],2,40,40.00,1.47,1.066818,-1.0269,-2.8687,-174.60,711.99
5156,lb1h pair_mid rr2.0 trail_none slSome(30) ksme slip1 [entry 05-09 only  lb=1h],1,38,31.5789,-2.16,0.916923,-1.0330,-2.8401,-172.86,758.54
5157,lb2h pair_mid tp50pts trail_none slNone kems slip3 [entry 05-09 only  lb=2h],3,41,36.5854,-1.78,0.931538,-1.0412,-2.9177,-177.58,807.65
5158,lb3h pair_mid tp50pts trail_none slNone kems slip3 [entry 05-09 only  lb=3h],3,41,36.5854,-1.78,0.931538,-1.0412,-2.9177,-177.58,807.65
5159,lb0h close tp150pts trail_none slSome(30) kems slip2 [entry 05-09 only  lb=0h],2,40,12.500,-9.58,0.726286,-1.0433,-2.9016,-176.60,612.88
5160,lb2h close tp125pts trail_be1r slSome(25) kems slip2 [entry 05-09 only  lb=2h],2,41,7.3171,2.03,1.096667,-1.0433,-2.9220,-177.84,489.72
5161,lb3h close tp125pts trail_be1r slSome(25) kems slip2 [entry 05-09 only  lb=3h],2,41,7.3171,2.03,1.096667,-1.0433,-2.9220,-177.84,489.72
5162,lb2h close rr2.0 trail_be1r slSome(30) kems slip1 [entry 05-09 only  lb=2h],1,42,23.8095,-2.14,0.902727,-1.0433,-2.9423,-179.08,362.90
5163,lb3h close rr2.0 trail_be1r slSome(30) kems slip1 [entry 05-09 only  lb=3h],1,42,23.8095,-2.14,0.902727,-1.0433,-2.9423,-179.08,362.90
5164,lb0h prev_open tp50pts trail_prog slSome(25) ksme slip2 [entry 05-09 only  lb=0h],2,33,36.3636,2.82,1.1410,-1.0453,-2.7629,-168.16,584.81
5165,lb1h pair_mid tp200pts trail_none slSome(30) ksme slip3 [entry 05-09 only  lb=1h],3,38,10.5263,-11.68,0.656471,-1.0453,-2.8648,-174.36,1285.26
5166,lb1h pair_mid tp40pts trail_be1r slSome(25) ksme slip1 [entry 05-09 only  lb=1h],1,37,32.4324,5.14,1.244762,-1.0474,-2.8487,-173.38,492.59
5167,lb2h pair_mid tp40pts trail_be1r slSome(25) ksme slip1 [entry 05-09 only  lb=2h],1,37,32.4324,5.14,1.244762,-1.0474,-2.8487,-173.38,492.59
5168,lb3h pair_mid tp40pts trail_be1r slSome(25) ksme slip1 [entry 05-09 only  lb=3h],1,37,32.4324,5.14,1.244762,-1.0474,-2.8487,-173.38,492.59
5169,lb2h close tp100pts trail_none slSome(30) kems slip1 [entry 05-09 only  lb=2h],1,41,17.0732,-2.48,0.927059,-1.0474,-2.9302,-178.34,521.90
5170,lb2h pair_mid tp40pts trail_none slNone kems slip1 [entry 05-09 only  lb=2h],1,41,41.4634,2.62,1.109167,-1.0474,-2.9302,-178.34,742.56
5171,lb3h close tp100pts trail_none slSome(30) kems slip1 [entry 05-09 only  lb=3h],1,41,17.0732,-2.48,0.927059,-1.0474,-2.9302,-178.34,521.90
5172,lb3h pair_mid tp40pts trail_none slNone kems slip1 [entry 05-09 only  lb=3h],1,41,41.4634,2.62,1.109167,-1.0474,-2.9302,-178.34,742.56
5173,lb1h close rr2.0 trail_be1r slSome(30) kems slip1 [entry 05-09 only  lb=1h],1,43,23.2558,-2.14,0.902727,-1.0474,-2.9709,-180.82,364.64
5174,lb1h close tp125pts trail_be1r slSome(25) kems slip2 [entry 05-09 only  lb=1h],2,42,7.1429,2.03,1.096667,-1.0515,-2.9588,-180.08,489.72
5175,lb2h close tp125pts trail_prog slSome(30) kems slip2 [entry 05-09 only  lb=2h],2,42,30.9524,-2.74,0.875455,-1.0556,-2.9670,-180.58,413.79
5176,lb3h close tp125pts trail_prog slSome(30) kems slip2 [entry 05-09 only  lb=3h],2,42,30.9524,-2.74,0.875455,-1.0556,-2.9670,-180.58,413.79
5177,lb0h pair_mid tp175pts trail_be1r slSome(30) ksme slip2 [entry 05-09 only  lb=0h],2,36,8.3333,-7.74,0.631429,-1.0598,-2.8530,-173.64,904.28
5178,lb1h pair_mid tp40pts trail_prog slNone kems slip3 [entry 05-09 only  lb=1h],3,42,42.8571,1.30,1.059091,-1.0598,-2.9752,-181.08,758.81
5179,lb2h pair_mid tp40pts trail_prog slNone kems slip3 [entry 05-09 only  lb=2h],3,42,42.8571,1.30,1.059091,-1.0598,-2.9752,-181.08,758.81
5180,lb3h pair_mid tp40pts trail_prog slNone kems slip3 [entry 05-09 only  lb=3h],3,42,42.8571,1.30,1.059091,-1.0598,-2.9752,-181.08,758.81
5181,lb0h pair_mid tp175pts trail_prog slNone kems slip1 [entry 05-09 only  lb=0h],1,39,25.6410,2.58,1.117273,-1.0627,-2.9200,-177.72,748.77
5182,lb0h close rr2.0 trail_be1r slSome(30) kems slip2 [entry 05-09 only  lb=0h],2,41,21.9512,-2.22,0.8890,-1.0639,-2.9630,-180.34,363.16
5183,lb1h close tp125pts trail_prog slSome(30) kems slip2 [entry 05-09 only  lb=1h],2,43,30.2326,-2.74,0.875455,-1.0639,-3.0038,-182.82,416.03
5184,lb2h pair_mid tp50pts trail_none slSome(25) kems slip1 [entry 05-09 only  lb=2h],1,41,34.1463,-1.03,0.961852,-1.0699,-2.9752,-181.08,754.93
5185,lb3h pair_mid tp50pts trail_none slSome(25) kems slip1 [entry 05-09 only  lb=3h],1,41,34.1463,-1.03,0.961852,-1.0699,-2.9752,-181.08,754.93
5186,lb1h prev_open tp50pts trail_none slSome(25) ksme slip2 [entry 05-09 only  lb=1h],2,35,31.4286,11.12,1.463333,-1.0762,-2.8655,-174.40,641.54
5187,lb2h close tp100pts trail_none slSome(30) ksme slip1 [entry 05-09 only  lb=2h],1,24,12.500,-1.31,0.937619,-1.0844,-2.6578,-161.76,457.86
5188,lb2h close tp175pts trail_be1r slSome(30) ksme slip2 [entry 05-09 only  lb=2h],2,24,4.1667,-6.15,0.560714,-1.0844,-2.6578,-161.76,382.08
5189,lb3h close tp100pts trail_none slSome(30) ksme slip1 [entry 05-09 only  lb=3h],1,24,12.500,-1.31,0.937619,-1.0844,-2.6578,-161.76,457.86
5190,lb3h close tp175pts trail_be1r slSome(30) ksme slip2 [entry 05-09 only  lb=3h],2,24,4.1667,-6.15,0.560714,-1.0844,-2.6578,-161.76,382.08
5191,lb1h pair_mid tp50pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=1h],3,38,31.5789,3.79,1.172273,-1.0844,-2.9430,-179.12,596.54
5192,lb2h pair_mid tp50pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=2h],3,38,31.5789,3.79,1.172273,-1.0844,-2.9430,-179.12,596.54
5193,lb3h pair_mid tp50pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=3h],3,38,31.5789,3.79,1.172273,-1.0844,-2.9430,-179.12,596.54
5194,lb1h pair_mid tp40pts trail_none slSome(25) kems slip2 [entry 05-09 only  lb=1h],2,42,40.4762,3.41,1.1364,-1.0844,-3.0245,-184.08,721.47
5195,lb1h pair_mid tp40pts trail_be1r slSome(25) kems slip1 [entry 05-09 only  lb=1h],1,42,38.0952,4.74,1.206087,-1.0844,-3.0245,-184.08,653.31
5196,lb2h pair_mid tp40pts trail_be1r slSome(25) kems slip1 [entry 05-09 only  lb=2h],1,42,38.0952,4.74,1.206087,-1.0844,-3.0245,-184.08,653.31
5197,lb3h pair_mid tp40pts trail_be1r slSome(25) kems slip1 [entry 05-09 only  lb=3h],1,42,38.0952,4.74,1.206087,-1.0844,-3.0245,-184.08,653.31
5198,lb0h pair_mid tp50pts trail_none slSome(25) ksme slip2 [entry 05-09 only  lb=0h],2,35,31.4286,1.69,1.070417,-1.0905,-2.8940,-176.14,581.06
5199,lb1h close tp175pts trail_be1r slSome(30) ksme slip2 [entry 05-09 only  lb=1h],2,25,4.00,-6.15,0.560714,-1.0926,-2.6946,-164.00,382.08
5200,lb2h pair_mid tp175pts trail_none slSome(25) ksme slip2 [entry 05-09 only  lb=2h],2,36,11.1111,-11.19,0.650312,-1.0967,-2.9269,-178.14,1158.02
5201,lb3h pair_mid tp175pts trail_none slSome(25) ksme slip2 [entry 05-09 only  lb=3h],2,36,11.1111,-11.19,0.650312,-1.0967,-2.9269,-178.14,1158.02
5202,lb0h close tp150pts trail_none slSome(30) ksme slip1 [entry 05-09 only  lb=0h],1,23,8.6957,-8.08,0.615238,-1.1008,-2.6703,-162.52,419.12
5203,lb1h pair_mid tp40pts trail_be1r slSome(30) kems slip2 [entry 05-09 only  lb=1h],2,42,40.4762,5.15,1.223913,-1.1049,-3.0656,-186.58,713.97
5204,lb2h pair_mid tp40pts trail_be1r slSome(30) kems slip2 [entry 05-09 only  lb=2h],2,42,40.4762,5.15,1.223913,-1.1049,-3.0656,-186.58,713.97
5205,lb3h pair_mid tp40pts trail_be1r slSome(30) kems slip2 [entry 05-09 only  lb=3h],2,42,40.4762,5.15,1.223913,-1.1049,-3.0656,-186.58,713.97
5206,lb1h pair_mid tp100pts trail_none slSome(30) ksme slip2 [entry 05-09 only  lb=1h],2,38,18.4211,-7.85,0.746774,-1.1090,-2.9923,-182.12,884.28
5207,lb3h pair_mid tp200pts trail_be1r slSome(25) kems slip1 [entry 05-09 only  lb=3h],1,40,7.500,-10.60,0.495238,-1.1110,-3.0370,-184.84,699.97
5208,lb2h close rr1.5 trail_be1r slSome(30) kems slip3 [entry 05-09 only  lb=2h],3,42,30.9524,-2.99,0.864091,-1.1132,-3.0820,-187.58,410.04
5209,lb2h close rr1.5 trail_prog slSome(30) kems slip3 [entry 05-09 only  lb=2h],3,42,30.9524,-2.99,0.864091,-1.1132,-3.0820,-187.58,410.04
5210,lb3h close rr1.5 trail_be1r slSome(30) kems slip3 [entry 05-09 only  lb=3h],3,42,30.9524,-2.99,0.864091,-1.1132,-3.0820,-187.58,410.04
5211,lb3h close rr1.5 trail_prog slSome(30) kems slip3 [entry 05-09 only  lb=3h],3,42,30.9524,-2.99,0.864091,-1.1132,-3.0820,-187.58,410.04
5212,lb1h prev_open tp50pts trail_be1r slSome(25) ksme slip1 [entry 05-09 only  lb=1h],1,35,28.5714,-2.08,0.900952,-1.1255,-2.9640,-180.40,657.54
5213,lb1h close rr1.5 trail_be1r slSome(30) kems slip3 [entry 05-09 only  lb=1h],3,43,30.2326,-2.99,0.864091,-1.1255,-3.1270,-190.32,412.78
5214,lb1h close rr1.5 trail_prog slSome(30) kems slip3 [entry 05-09 only  lb=1h],3,43,30.2326,-2.99,0.864091,-1.1255,-3.1270,-190.32,412.78
5215,lb0h pair_mid tp75pts trail_none slSome(25) ksme slip2 [entry 05-09 only  lb=0h],2,35,22.8571,-4.18,0.845185,-1.1316,-2.9762,-181.14,603.31
5216,lb1h close tp175pts trail_none slSome(30) ksme slip3 [entry 05-09 only  lb=1h],3,25,8.00,-8.28,0.64,-1.1337,-2.7767,-169.00,507.60
5217,lb0h pair_mid rr2.0 trail_none slSome(30) ksme slip2 [entry 05-09 only  lb=0h],2,36,30.5556,-3.25,0.87,-1.1357,-3.0048,-182.88,735.30
5218,lb0h close tp100pts trail_prog slSome(30) kems slip3 [entry 05-09 only  lb=0h],3,41,31.7073,-1.78,0.9110,-1.1357,-3.1066,-189.08,371.05
5219,lb1h pair_mid tp175pts trail_be1r slSome(30) ksme slip1 [entry 05-09 only  lb=1h],1,38,7.8947,-8.63,0.607727,-1.1378,-3.0498,-185.62,926.26
5220,lb2h pair_mid tp175pts trail_be1r slSome(30) ksme slip1 [entry 05-09 only  lb=2h],1,38,7.8947,-8.63,0.607727,-1.1378,-3.0498,-185.62,926.26
5221,lb3h pair_mid tp175pts trail_be1r slSome(30) ksme slip1 [entry 05-09 only  lb=3h],1,38,7.8947,-8.63,0.607727,-1.1378,-3.0498,-185.62,926.26
5222,lb2h pair_mid rr2.5 trail_none slSome(30) ksme slip1 [entry 05-09 only  lb=2h],1,37,27.0270,-2.14,0.920741,-1.1439,-3.0416,-185.12,699.54
5223,lb3h pair_mid rr2.5 trail_none slSome(30) ksme slip1 [entry 05-09 only  lb=3h],1,37,27.0270,-2.14,0.920741,-1.1439,-3.0416,-185.12,699.54
5224,lb2h pair_mid tp125pts trail_none slNone kems slip3 [entry 05-09 only  lb=2h],3,40,20.00,-10.21,0.680938,-1.1480,-3.1109,-189.34,937.90
5225,lb2h close tp150pts trail_be1r slSome(25) ksme slip3 [entry 05-09 only  lb=2h],3,22,4.5455,-6.36,0.510769,-1.1501,-2.7485,-167.28,396.08
5226,lb3h close tp150pts trail_be1r slSome(25) ksme slip3 [entry 05-09 only  lb=3h],3,22,4.5455,-6.36,0.510769,-1.1501,-2.7485,-167.28,396.08
5227,lb1h prev_open tp50pts trail_prog slSome(25) ksme slip2 [entry 05-09 only  lb=1h],2,35,37.1429,7.82,1.372381,-1.1521,-3.0173,-183.64,632.05
5228,lb0h pair_mid tp40pts trail_none slSome(25) kems slip1 [entry 05-09 only  lb=0h],1,40,40.00,-0.05,0.997917,-1.1542,-3.1234,-190.10,736.49
